	Cell type	Assay	Treatment	Assay type	Source	
619	K562	CTCF		TF	ENCODE	./wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsSydhK562CtcfbIggrabUniPk.narrowPeak.gz
620	K562	E2F4		TF	ENCODE	./wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsSydhK562E2f4UcdUniPk.narrowPeak.gz
621	K562	E2F6		TF	ENCODE	./wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsSydhK562E2f6UcdUniPk.narrowPeak.gz
622	K562	ELK1		TF	ENCODE	./wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsSydhK562Elk112771IggrabUniPk.narrowPeak.gz
623	K562	GATA-1		TF	ENCODE	./wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsSydhK562Gata1UcdUniPk.narrowPeak.gz
624	K562	GATA-2		TF	ENCODE	./wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsSydhK562Gata2UcdUniPk.narrowPeak.gz
625	K562	GTF2B		TF	ENCODE	./wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsSydhK562Gtf2bUniPk.narrowPeak.gz
626	K562	GTF2F1		TF	ENCODE	./wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsSydhK562Gtf2f1ab28179IggrabUniPk.narrowPeak.gz
627	K562	HMGN3		TF	ENCODE	./wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsSydhK562Hmgn3UniPk.narrowPeak.gz
628	K562	Ini1		TF	ENCODE	./wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsSydhK562Ini1IggmusUniPk.narrowPeak.gz
629	K562	IRF1	IFNa30	TF	ENCODE	./wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsSydhK562Irf1Ifna30UniPk.narrowPeak.gz
630	K562	IRF1	IFNa6h	TF	ENCODE	./wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsSydhK562Irf1Ifna6hUniPk.narrowPeak.gz
631	K562	IRF1	IFNg30	TF	ENCODE	./wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsSydhK562Irf1Ifng30UniPk.narrowPeak.gz
632	K562	IRF1	IFNg6h	TF	ENCODE	./wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsSydhK562Irf1Ifng6hUniPk.narrowPeak.gz
633	K562	JunD		TF	ENCODE	./wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsSydhK562JundIggrabUniPk.narrowPeak.gz
634	K562	KAP1		TF	ENCODE	./wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsSydhK562Kap1UcdUniPk.narrowPeak.gz
635	K562	MafF		TF	ENCODE	./wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsSydhK562MaffIggrabUniPk.narrowPeak.gz
636	K562	MafK		TF	ENCODE	./wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsSydhK562Mafkab50322IggrabUniPk.narrowPeak.gz
637	K562	Max		TF	ENCODE	./wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsSydhK562MaxIggrabUniPk.narrowPeak.gz
638	K562	MAZ		TF	ENCODE	./wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsSydhK562Mazab85725IggrabUniPk.narrowPeak.gz
639	K562	Mxi1		TF	ENCODE	./wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsSydhK562Mxi1af4185IggrabUniPk.narrowPeak.gz
640	K562	NELFe		TF	ENCODE	./wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsSydhK562NelfeUniPk.narrowPeak.gz
641	K562	NF-E2		TF	ENCODE	./wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsSydhK562Nfe2UniPk.narrowPeak.gz
642	K562	NF-YA		TF	ENCODE	./wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsSydhK562NfyaUniPk.narrowPeak.gz
643	K562	NF-YB		TF	ENCODE	./wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsSydhK562NfybUniPk.narrowPeak.gz
644	K562	Nrf1		TF	ENCODE	./wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsSydhK562Nrf1IggrabUniPk.narrowPeak.gz
645	K562	p300		TF	ENCODE	./wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsSydhK562P300IggrabUniPk.narrowPeak.gz
646	K562	Pol2	IFNa30	TF	ENCODE	./wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsSydhK562Pol2Ifna30UniPk.narrowPeak.gz
647	K562	Pol2	IFNa6h	TF	ENCODE	./wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsSydhK562Pol2Ifna6hUniPk.narrowPeak.gz
648	K562	Pol2	IFNg30	TF	ENCODE	./wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsSydhK562Pol2Ifng30UniPk.narrowPeak.gz
649	K562	Pol2	IFNg6h	TF	ENCODE	./wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsSydhK562Pol2Ifng6hUniPk.narrowPeak.gz
650	K562	Pol2		TF	ENCODE	./wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsSydhK562Pol2IggmusUniPk.narrowPeak.gz
651	K562	Pol2(phosphoS2)		TF	ENCODE	./wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsSydhK562Pol2s2IggrabUniPk.narrowPeak.gz
652	K562	Pol2(phosphoS2)		TF	ENCODE	./wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsSydhK562Pol2s2UniPk.narrowPeak.gz
653	K562	Pol2		TF	ENCODE	./wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsSydhK562Pol2UniPk.narrowPeak.gz
654	K562	Pol3		TF	ENCODE	./wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsSydhK562Pol3UniPk.narrowPeak.gz
655	K562	Rad21		TF	ENCODE	./wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsSydhK562Rad21UniPk.narrowPeak.gz
656	K562	RFX5		TF	ENCODE	./wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsSydhK562Rfx5IggrabUniPk.narrowPeak.gz
657	K562	RPC155		TF	ENCODE	./wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsSydhK562Rpc155UniPk.narrowPeak.gz
658	K562	SETDB1	MNaseD	TF	ENCODE	./wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsSydhK562Setdb1MnasedUcdUniPk.narrowPeak.gz
659	K562	SETDB1		TF	ENCODE	./wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsSydhK562Setdb1UcdUniPk.narrowPeak.gz
660	K562	SIRT6		TF	ENCODE	./wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsSydhK562Sirt6UniPk.narrowPeak.gz
661	K562	SMC3		TF	ENCODE	./wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsSydhK562Smc3ab9263IggrabUniPk.narrowPeak.gz
662	K562	STAT1	IFNa30	TF	ENCODE	./wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsSydhK562Stat1Ifna30UniPk.narrowPeak.gz
663	K562	STAT1	IFNa6h	TF	ENCODE	./wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsSydhK562Stat1Ifna6hUniPk.narrowPeak.gz
664	K562	STAT1	IFNg30	TF	ENCODE	./wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsSydhK562Stat1Ifng30UniPk.narrowPeak.gz
665	K562	STAT1	IFNg6h	TF	ENCODE	./wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsSydhK562Stat1Ifng6hUniPk.narrowPeak.gz
666	K562	STAT2	IFNa30	TF	ENCODE	./wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsSydhK562Stat2Ifna30UniPk.narrowPeak.gz
667	K562	STAT2	IFNa6h	TF	ENCODE	./wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsSydhK562Stat2Ifna6hUniPk.narrowPeak.gz
668	K562	TAL1		TF	ENCODE	./wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsSydhK562Tal1sc12984IggmusUniPk.narrowPeak.gz
669	K562	TBLR1		TF	ENCODE	./wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsSydhK562Tblr1ab24550IggrabUniPk.narrowPeak.gz
670	K562	TBLR1		TF	ENCODE	./wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsSydhK562Tblr1nb600270IggrabUniPk.narrowPeak.gz
671	K562	TBP		TF	ENCODE	./wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsSydhK562TbpIggmusUniPk.narrowPeak.gz
672	K562	TFIIIC-110		TF	ENCODE	./wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsSydhK562Tf3c110UniPk.narrowPeak.gz
673	K562	TR4		TF	ENCODE	./wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsSydhK562Tr4UcdUniPk.narrowPeak.gz
674	K562	UBF		TF	ENCODE	./wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsSydhK562Ubfsc13125IggmusUniPk.narrowPeak.gz
675	K562	UBTF		TF	ENCODE	./wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsSydhK562Ubtfsab1404509IggmusUniPk.narrowPeak.gz
676	K562	USF2		TF	ENCODE	./wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsSydhK562Usf2IggrabUniPk.narrowPeak.gz
677	K562	YY1		TF	ENCODE	./wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsSydhK562Yy1UcdUniPk.narrowPeak.gz
678	K562	Znf143		TF	ENCODE	./wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsSydhK562Znf143IggrabUniPk.narrowPeak.gz
679	K562	ZNF263		TF	ENCODE	./wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsSydhK562Znf263UcdUniPk.narrowPeak.gz
680	K562	ZNF274		TF	ENCODE	./wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsSydhK562Znf274m01UcdUniPk.narrowPeak.gz
681	K562	ZNF274		TF	ENCODE	./wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsSydhK562Znf274UcdUniPk.narrowPeak.gz
682	MCF10A-Er-Src	c-Fos	EtOH_0.01pct	TF	ENCODE	./wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsSydhMcf10aesCfosEtoh01HvdUniPk.narrowPeak.gz
683	MCF10A-Er-Src	c-Fos	4OHTAM_1uM_12hr	TF	ENCODE	./wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsSydhMcf10aesCfosTam112hHvdUniPk.narrowPeak.gz
684	MCF10A-Er-Src	c-Fos	4OHTAM_1uM_4hr	TF	ENCODE	./wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsSydhMcf10aesCfosTam14hHvdUniPk.narrowPeak.gz
685	MCF10A-Er-Src	c-Fos	4OHTAM_1uM_36hr	TF	ENCODE	./wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsSydhMcf10aesCfosTamHvdUniPk.narrowPeak.gz
686	MCF10A-Er-Src	c-Myc	EtOH_0.01pct	TF	ENCODE	./wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsSydhMcf10aesCmycEtoh01HvdUniPk.narrowPeak.gz
687	MCF10A-Er-Src	c-Myc	4OHTAM_1uM_4hr	TF	ENCODE	./wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsSydhMcf10aesCmycTam14hHvdUniPk.narrowPeak.gz
688	MCF10A-Er-Src	E2F4	4OHTAM_1uM_36hr	TF	ENCODE	./wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsSydhMcf10aesE2f4TamHvdUniPk.narrowPeak.gz
689	MCF10A-Er-Src	Pol2	EtOH_0.01pct	TF	ENCODE	./wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsSydhMcf10aesPol2Etoh01UniPk.narrowPeak.gz
690	MCF10A-Er-Src	Pol2	4OHTAM_1uM_36hr	TF	ENCODE	./wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsSydhMcf10aesPol2TamUniPk.narrowPeak.gz
691	MCF10A-Er-Src	STAT3	EtOH_0.01pct_4hr	TF	ENCODE	./wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsSydhMcf10aesStat3Etoh01bUniPk.narrowPeak.gz
692	MCF10A-Er-Src	STAT3	EtOH_0.01pct_12hr	TF	ENCODE	./wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsSydhMcf10aesStat3Etoh01cUniPk.narrowPeak.gz
693	MCF10A-Er-Src	STAT3	EtOH_0.01pct	TF	ENCODE	./wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsSydhMcf10aesStat3Etoh01UniPk.narrowPeak.gz
694	MCF10A-Er-Src	STAT3	4OHTAM_1uM_12hr	TF	ENCODE	./wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsSydhMcf10aesStat3Tam112hHvdUniPk.narrowPeak.gz
695	MCF10A-Er-Src	STAT3	4OHTAM_1uM_36hr	TF	ENCODE	./wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsSydhMcf10aesStat3TamUniPk.narrowPeak.gz
696	MCF-7	GATA3		TF	ENCODE	./wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsSydhMcf7Gata3sc269UcdUniPk.narrowPeak.gz
697	MCF-7	GATA3		TF	ENCODE	./wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsSydhMcf7Gata3UcdUniPk.narrowPeak.gz
698	MCF-7	HA-E2F1		TF	ENCODE	./wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsSydhMcf7Hae2f1UcdUniPk.narrowPeak.gz
699	MCF-7	TCF7L2		TF	ENCODE	./wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsSydhMcf7Tcf7l2UcdUniPk.narrowPeak.gz
700	MCF-7	ZNF217		TF	ENCODE	./wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsSydhMcf7Znf217UcdUniPk.narrowPeak.gz
701	NB4	c-Myc		TF	ENCODE	./wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsSydhNb4CmycUniPk.narrowPeak.gz
702	NB4	Max		TF	ENCODE	./wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsSydhNb4MaxUniPk.narrowPeak.gz
703	NB4	Pol2		TF	ENCODE	./wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsSydhNb4Pol2UniPk.narrowPeak.gz
704	NT2-D1	SUZ12		TF	ENCODE	./wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsSydhNt2d1Suz12UcdUniPk.narrowPeak.gz
705	NT2-D1	YY1		TF	ENCODE	./wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsSydhNt2d1Yy1UcdUniPk.narrowPeak.gz
706	NT2-D1	ZNF274		TF	ENCODE	./wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsSydhNt2d1Znf274UcdUniPk.narrowPeak.gz
707	PANC-1	TCF7L2		TF	ENCODE	./wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsSydhPanc1Tcf7l2UcdUniPk.narrowPeak.gz
708	PBDEFetal	GATA-1		TF	ENCODE	./wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsSydhPbdefetalGata1UcdUniPk.narrowPeak.gz
709	PBDE	GATA-1		TF	ENCODE	./wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsSydhPbdeGata1UcdUniPk.narrowPeak.gz
710	PBDE	Pol2		TF	ENCODE	./wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsSydhPbdePol2UcdUniPk.narrowPeak.gz
711	Raji	Pol2		TF	ENCODE	./wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsSydhRajiPol2UcdUniPk.narrowPeak.gz
712	SH-SY5Y	GATA-2		TF	ENCODE	./wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsSydhShsy5yGata2UcdUniPk.narrowPeak.gz
713	SH-SY5Y	GATA3		TF	ENCODE	./wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsSydhShsy5yGata3sc269sc269UcdUniPk.narrowPeak.gz
714	U2OS	KAP1		TF	ENCODE	./wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsSydhU2osKap1UcdUniPk.narrowPeak.gz
715	U2OS	SETDB1		TF	ENCODE	./wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsSydhU2osSetdb1UcdUniPk.narrowPeak.gz
716	K562	eGFP-FOS		TF	ENCODE	./wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsUchicagoK562EfosUniPk.narrowPeak.gz
717	K562	eGFP-GATA2		TF	ENCODE	./wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsUchicagoK562Egata2UniPk.narrowPeak.gz
718	K562	eGFP-HDAC8		TF	ENCODE	./wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsUchicagoK562Ehdac8UniPk.narrowPeak.gz
719	K562	eGFP-JunB		TF	ENCODE	./wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsUchicagoK562EjunbUniPk.narrowPeak.gz
720	K562	eGFP-JunD		TF	ENCODE	./wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsUchicagoK562EjundUniPk.narrowPeak.gz
721	A549	CTCF		TF	ENCODE	./wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsUtaA549CtcfUniPk.narrowPeak.gz
722	A549	Pol2		TF	ENCODE	./wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsUtaA549Pol2UniPk.narrowPeak.gz
723	Fibrobl	CTCF		TF	ENCODE	./wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsUtaFibroblCtcfUniPk.narrowPeak.gz
724	Gliobla	CTCF		TF	ENCODE	./wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsUtaGlioblaCtcfUniPk.narrowPeak.gz
725	Gliobla	Pol2		TF	ENCODE	./wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsUtaGlioblaPol2UniPk.narrowPeak.gz
726	GM12878	c-Myc		TF	ENCODE	./wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsUtaGm12878CmycUniPk.narrowPeak.gz
727	GM12878	CTCF		TF	ENCODE	./wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsUtaGm12878CtcfUniPk.narrowPeak.gz
728	GM12878	Pol2		TF	ENCODE	./wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsUtaGm12878Pol2UniPk.narrowPeak.gz
729	GM12891	CTCF		TF	ENCODE	./wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsUtaGm12891CtcfUniPk.narrowPeak.gz
730	GM12892	CTCF		TF	ENCODE	./wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsUtaGm12892CtcfUniPk.narrowPeak.gz
731	GM19238	CTCF		TF	ENCODE	./wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsUtaGm19238CtcfUniPk.narrowPeak.gz
732	GM19239	CTCF		TF	ENCODE	./wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsUtaGm19239CtcfUniPk.narrowPeak.gz
733	GM19240	CTCF		TF	ENCODE	./wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsUtaGm19240CtcfUniPk.narrowPeak.gz
734	H1-hESC	c-Myc		TF	ENCODE	./wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsUtaH1hescCmycUniPk.narrowPeak.gz
735	H1-hESC	CTCF		TF	ENCODE	./wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsUtaH1hescCtcfUniPk.narrowPeak.gz
736	H1-hESC	Pol2		TF	ENCODE	./wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsUtaH1hescPol2UniPk.narrowPeak.gz
737	HeLa-S3	c-Myc		TF	ENCODE	./wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsUtaHelas3CmycUniPk.narrowPeak.gz
738	HeLa-S3	CTCF		TF	ENCODE	./wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsUtaHelas3CtcfUniPk.narrowPeak.gz
739	HeLa-S3	Pol2		TF	ENCODE	./wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsUtaHelas3Pol2UniPk.narrowPeak.gz
740	HepG2	c-Myc		TF	ENCODE	./wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsUtaHepg2CmycUniPk.narrowPeak.gz
741	HepG2	CTCF		TF	ENCODE	./wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsUtaHepg2CtcfUniPk.narrowPeak.gz
742	HepG2	Pol2		TF	ENCODE	./wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsUtaHepg2Pol2UniPk.narrowPeak.gz
743	HUVEC	c-Myc		TF	ENCODE	./wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsUtaHuvecCmycUniPk.narrowPeak.gz
744	HUVEC	CTCF		TF	ENCODE	./wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsUtaHuvecCtcfUniPk.narrowPeak.gz
745	HUVEC	Pol2		TF	ENCODE	./wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsUtaHuvecPol2UniPk.narrowPeak.gz
746	K562	c-Myc		TF	ENCODE	./wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsUtaK562CmycUniPk.narrowPeak.gz
747	K562	CTCF		TF	ENCODE	./wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsUtaK562CtcfUniPk.narrowPeak.gz
748	K562	Pol2		TF	ENCODE	./wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsUtaK562Pol2UniPk.narrowPeak.gz
749	MCF-7	c-Myc	estrogen	TF	ENCODE	./wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsUtaMcf7CmycEstroUniPk.narrowPeak.gz
750	MCF-7	c-Myc	serum_stimulated_media	TF	ENCODE	./wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsUtaMcf7CmycSerumstimUniPk.narrowPeak.gz
751	MCF-7	c-Myc	serum_starved_media	TF	ENCODE	./wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsUtaMcf7CmycSerumstvdUniPk.narrowPeak.gz
752	MCF-7	c-Myc	vehicle	TF	ENCODE	./wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsUtaMcf7CmycVehUniPk.narrowPeak.gz
753	MCF-7	CTCF	estrogen	TF	ENCODE	./wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsUtaMcf7CtcfEstroUniPk.narrowPeak.gz
754	MCF-7	CTCF	serum_stimulated_media	TF	ENCODE	./wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsUtaMcf7CtcfSerumstimUniPk.narrowPeak.gz
755	MCF-7	CTCF	serum_starved_media	TF	ENCODE	./wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsUtaMcf7CtcfSerumstvdUniPk.narrowPeak.gz
756	MCF-7	CTCF		TF	ENCODE	./wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsUtaMcf7CtcfUniPk.narrowPeak.gz
757	MCF-7	CTCF	vehicle	TF	ENCODE	./wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsUtaMcf7CtcfVehUniPk.narrowPeak.gz
758	MCF-7	Pol2	serum_stimulated_media	TF	ENCODE	./wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsUtaMcf7Pol2SerumstimUniPk.narrowPeak.gz
759	MCF-7	Pol2	serum_starved_media	TF	ENCODE	./wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsUtaMcf7Pol2SerumstvdUniPk.narrowPeak.gz
760	MCF-7	Pol2		TF	ENCODE	./wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsUtaMcf7Pol2UniPk.narrowPeak.gz
761	NHEK	CTCF		TF	ENCODE	./wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsUtaNhekCtcfUniPk.narrowPeak.gz
762	ProgFib	CTCF		TF	ENCODE	./wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsUtaProgfibCtcfUniPk.narrowPeak.gz
763	ProgFib	Pol2		TF	ENCODE	./wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsUtaProgfibPol2UniPk.narrowPeak.gz
764	A549	CTCF		TF	ENCODE	./wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsUwA549CtcfUniPk.narrowPeak.gz
765	AG04449	CTCF		TF	ENCODE	./wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsUwAg04449CtcfUniPk.narrowPeak.gz
766	AG04450	CTCF		TF	ENCODE	./wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsUwAg04450CtcfUniPk.narrowPeak.gz
767	AG09309	CTCF		TF	ENCODE	./wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsUwAg09309CtcfUniPk.narrowPeak.gz
768	AG09319	CTCF		TF	ENCODE	./wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsUwAg09319CtcfUniPk.narrowPeak.gz
769	AG10803	CTCF		TF	ENCODE	./wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsUwAg10803CtcfUniPk.narrowPeak.gz
770	AoAF	CTCF		TF	ENCODE	./wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsUwAoafCtcfUniPk.narrowPeak.gz
771	BE2_C	CTCF		TF	ENCODE	./wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsUwBe2cCtcfUniPk.narrowPeak.gz
772	BJ	CTCF		TF	ENCODE	./wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsUwBjCtcfUniPk.narrowPeak.gz
773	Caco-2	CTCF		TF	ENCODE	./wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsUwCaco2CtcfUniPk.narrowPeak.gz
774	GM06990	CTCF		TF	ENCODE	./wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsUwGm06990CtcfUniPk.narrowPeak.gz
775	GM12801	CTCF		TF	ENCODE	./wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsUwGm12801CtcfUniPk.narrowPeak.gz
776	GM12864	CTCF		TF	ENCODE	./wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsUwGm12864CtcfUniPk.narrowPeak.gz
777	GM12865	CTCF		TF	ENCODE	./wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsUwGm12865CtcfUniPk.narrowPeak.gz
778	GM12872	CTCF		TF	ENCODE	./wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsUwGm12872CtcfUniPk.narrowPeak.gz
779	GM12873	CTCF		TF	ENCODE	./wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsUwGm12873CtcfUniPk.narrowPeak.gz
780	GM12874	CTCF		TF	ENCODE	./wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsUwGm12874CtcfUniPk.narrowPeak.gz
781	GM12875	CTCF		TF	ENCODE	./wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsUwGm12875CtcfUniPk.narrowPeak.gz
782	GM12878	CTCF		TF	ENCODE	./wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsUwGm12878CtcfUniPk.narrowPeak.gz
783	HAc	CTCF		TF	ENCODE	./wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsUwHacCtcfUniPk.narrowPeak.gz
784	HA-sp	CTCF		TF	ENCODE	./wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsUwHaspCtcfUniPk.narrowPeak.gz
785	HBMEC	CTCF		TF	ENCODE	./wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsUwHbmecCtcfUniPk.narrowPeak.gz
786	HCFaa	CTCF		TF	ENCODE	./wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsUwHcfaaCtcfUniPk.narrowPeak.gz
787	HCM	CTCF		TF	ENCODE	./wgEncodeAwgTfbsUniform/wgEncodeAwgTfbsUwHcmCtcfUniPk.narrowPeak.gz
